CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName AN CE DS HP NE SA SC SR
AN 0.790061 AN 0.000000 0.575101 0.424899 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0513.JPG 0.790061 0.001153 0.102599 0.035537 0.001584 0.065976 0.002205 0.000885
AN 0.490390 AN 0.333333 0.537468 0.537490 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0514.JPG 0.490390 0.000541 0.018393 0.450501 0.001366 0.037328 0.001063 0.000418
AN 0.326000 HP 0.000000 0.710490 0.289510 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0515.JPG 0.317560 0.001572 0.053450 0.326000 0.003740 0.296412 0.000827 0.000438
AN 0.911743 AN 0.000000 0.507174 0.492826 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0516.JPG 0.911743 0.000456 0.053991 0.015836 0.000942 0.013229 0.002942 0.000860
AN 0.841662 AN 0.666667 0.557466 0.557473 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0517.JPG 0.841662 0.000043 0.148718 0.004003 0.000107 0.001674 0.003472 0.000320
AN 0.791247 AN 0.666667 0.521601 0.521703 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0518.JPG 0.791247 0.000250 0.186430 0.008967 0.000990 0.007852 0.003475 0.000789
AN 0.902306 AN 0.000000 0.605381 0.394619 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0519.JPG 0.902306 0.001732 0.051097 0.017814 0.003085 0.018002 0.003901 0.002064
AN 0.436911 AN 0.000000 0.685269 0.314731 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0520.JPG 0.433299 0.001022 0.070876 0.436911 0.000524 0.054452 0.001591 0.001326
AN 0.390491 AN 0.000000 0.868499 0.131501 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0521.JPG 0.390491 0.002421 0.138097 0.301232 0.001027 0.163066 0.002297 0.001369
AN 0.507343 AN 0.000000 0.675773 0.324227 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0522.JPG 0.187830 0.003890 0.507343 0.168389 0.001260 0.116214 0.011473 0.003600
AN 0.542068 DS 0.000000 0.589929 0.410071 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0523.JPG 0.149618 0.001836 0.542068 0.205005 0.000930 0.077850 0.015488 0.007204
AN 0.278741 AN 0.000000 0.884053 0.115947 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0524.JPG 0.260954 0.007711 0.247141 0.185530 0.001056 0.278741 0.013250 0.005619
AN 0.489233 AN 0.000000 0.540288 0.459712 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0525.JPG 0.489233 0.001304 0.194382 0.076755 0.001479 0.231228 0.004126 0.001492
AN 0.560743 AN 0.333333 0.535260 0.535267 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0526.JPG 0.371126 0.001032 0.050837 0.008325 0.001076 0.560743 0.006249 0.000612
AN 0.634084 AN 0.333333 0.707303 0.707436 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0527.JPG 0.185797 0.002645 0.155687 0.012808 0.003643 0.634084 0.004669 0.000667
