CorrectClass MaxScore MaxScoreClass TrustedVote VoteScore TrustedScore FileName AN CE DS HP NE SA SC SR
AN 0.771967 AN 0.714286 0.920240 0.920240 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0513.JPG 0.771967 0.000787 0.082487 0.022293 0.000621 0.115705 0.005621 0.000520
AN 0.741093 AN 0.714286 0.956091 0.956091 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0514.JPG 0.741093 0.000381 0.022991 0.160435 0.000533 0.060740 0.013619 0.000208
AN 0.675999 AN 0.000000 0.974136 0.025864 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0515.JPG 0.675999 0.014154 0.046258 0.118829 0.001612 0.135287 0.007537 0.000323
AN 0.631753 AN 0.571429 0.983480 0.983812 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0516.JPG 0.631753 0.000221 0.348998 0.008947 0.000327 0.007404 0.002027 0.000324
AN 0.751959 AN 0.714286 0.907724 0.907724 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0517.JPG 0.751959 0.000052 0.240789 0.002269 0.000060 0.001507 0.003233 0.000132
AN 0.515669 AN 0.428571 0.908352 0.908686 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0518.JPG 0.515669 0.000260 0.461101 0.007880 0.000370 0.009999 0.004410 0.000312
AN 0.556335 DS 0.428571 0.874409 0.966415 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0519.JPG 0.407601 0.000634 0.556335 0.019596 0.001040 0.006510 0.007450 0.000834
AN 0.497077 AN 0.000000 0.999048 0.000952 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0520.JPG 0.497077 0.000537 0.150052 0.310351 0.000243 0.021783 0.019438 0.000518
AN 0.347758 AN 0.000000 0.985534 0.014466 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0521.JPG 0.347758 0.001127 0.283924 0.280381 0.000471 0.070162 0.015468 0.000709
AN 0.464759 AN 0.000000 0.724570 0.275430 /home/sielicki/data/BC2E_1072x712/S1/S1GL1/S1GL1AN/DSC_0522.JPG 0.406202 0.004782 0.464759 0.059600 0.000571 0.048502 0.013783 0.001801
